id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
7333,4,1,22,65,103,2015/7/3 19:25,2,1991,1,1,1,4,,4,2007,-1,1,,105,0,0,0,0,0,1,0,0,0,,160,112,3,3,3,1,3,2,1,1,5,4,3,1,5,2,3,5,4,3,5,5,5,3,1,4,4,3,1,5,5,3,2,1,8,1,1,2,4,1,4,1,1,2,2,200000,4,3,3,2,0,1,0,0,0,0,0,0,0,,0,2,2,3,2012,1990,2012,6,2,2,-1,1,2,1,1969,4,1,2,1970,4,1,2,3,1,4,2,200000,4,4,3,3,3,3,3,3,3,3,-8,5,1,5,60,60,70,50,50,50,60,60,50
7334,4,1,12,32,55,2015/9/4 15:17,1,1978,1,1,1,13,,4,2007,100000,3,,40,0,0,0,0,0,0,0,0,1,,184,80,4,4,3,2,3,2,3,1,3,4,1,1,3,5,2,3,4,4,1,1,4,5,1,2,3,4,5,4,1,4,7,5,8,7,1,3,7,1,3,1,1,1,1,100000,1,4,1,1,0,0,1,1,0,0,0,0,0,,0,0,,6,2005,,,,,,,,,,1947,11,4,1,1948,10,4,1,2,2,2,3,300000,3,3,-8,-8,3,4,2,3,1,2,-8,5,-8,3,70,70,70,75,75,70,70,70,75
7335,5,2,5,10,26,2015/8/1 9:41,1,1956,1,1,1,4,,4,1971,10000,1,,110,0,1,0,0,0,0,0,0,0,,168,150,4,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,2,4,1,6,6,2,4,2,2,2,1,3,,,,,1,1,2,2,30000,2,3,1,1,0,1,0,0,0,0,0,0,0,,2,0,0,3,1978,1956,1978,3,1,1,10000,3,,,1930,1,1,2,1933,1,1,2,2,3,5,3,20000,4,4,4,4,4,-8,2,4,2,-8,-8,-8,1,5,100,80,100,80,-2,90,50,80,50
7336,4,2,18,52,86,2015/7/18 11:19,1,1949,1,1,1,1,,,,10000,1,,100,0,1,0,0,0,0,0,0,0,,167,110,5,3,4,1,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,7,1,3,1,1,1,1,3,,,,,1,1,2,2,20000,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1979,1944,1979,1,1,1,10000,3,,,-2,1,1,2,-2,1,1,2,2,2,3,2,-2,5,3,5,5,5,5,1,5,3,3,3,4,1,4,80,60,80,80,80,80,50,80,80
7337,4,1,31,89,134,2015/9/12 15:10,2,1948,1,1,1,3,,4,-2,12000,1,,85,0,1,0,0,0,0,0,0,0,,163,140,3,3,4,2,1,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,2,4,1,6,6,1,3,4,2,-8,1,4,,,,,1,2,2,2,12000,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,7,-2,,,,,,,,,,-2,1,1,2,-2,1,1,15,3,1,5,2,20000,4,-8,-8,-8,4,-8,4,-8,5,-8,-8,-8,-8,4,40,90,-2,-2,-2,-2,80,90,90
7338,4,1,1,1,4,2015/9/17 17:52,2,1959,1,1,1,6,,4,1977,36000,4,1992,65,0,1,1,1,0,0,0,0,0,,158,102,3,4,4,5,1,4,4,4,5,5,4,1,3,3,2,3,3,3,3,3,4,4,1,4,4,4,2,2,1,4,7,6,8,4,5,,,,,1,1,1,2,108000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1985,1956,1985,10,1,5,36000,5,,,1932,3,1,1,1937,3,4,1,2,2,3,2,100000,4,4,4,4,4,4,4,4,4,3,3,3,3,4,80,80,80,80,80,80,80,80,80
7339,4,1,7,18,39,2015/8/12 16:49,2,1981,1,1,1,6,,4,1998,0,1,,60,0,0,1,0,0,0,0,0,0,,160,130,4,4,4,5,1,2,2,2,4,4,1,1,4,3,3,5,4,4,4,4,5,4,1,2,2,2,7,5,1,4,4,2,4,2,5,,,,,1,1,2,2,80000,4,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,2007,1978,2007,12,1,5,80000,1,3,1,1955,4,1,1,1956,4,1,5,2,2,4,-8,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,70,70,70,70,70,70,70,70,70
7340,4,1,15,41,72,2015/7/17 10:10,2,1963,1,1,1,6,,4,1979,19200,1,,65,0,0,0,0,0,0,0,1,0,,153,100,3,5,5,5,1,2,1,3,5,5,1,1,5,3,3,3,4,4,3,2,5,5,1,4,5,3,2,2,5,2,4,8,4,7,5,,,,,1,1,2,2,19200,4,2,0,2,0,1,0,0,0,0,0,0,0,,0,2,1,3,1989,1963,1989,6,1,5,0,5,,,-2,-8,-8,1,-2,3,1,1,2,3,3,2,25000,4,4,-8,-8,5,3,3,3,3,3,-8,3,1,4,80,80,70,-2,50,70,-2,70,-2
7341,4,1,12,32,56,2015/8/2 15:49,2,1949,1,1,1,4,,4,1965,24000,1,,60,0,1,1,0,0,0,0,0,0,,153,94,3,5,5,5,1,5,4,2,5,5,5,1,5,4,1,5,3,4,5,4,5,5,1,2,4,3,6,6,2,3,8,5,-8,2,5,,,,,1,1,1,2,60000,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0,4,1968,1938,1990,7,1,5,36000,5,,,1912,1,1,1,1919,1,1,1,3,1,4,-8,-2,3,2,-8,-8,4,4,4,5,3,-8,-8,-8,2,3,90,90,-2,80,-2,80,80,80,80
7342,4,2,13,36,67,2015/9/20 14:25,2,1980,1,1,1,4,,4,1998,-1,1,,90,0,1,0,0,0,0,0,0,0,,158,105,4,4,3,1,1,2,2,2,4,2,2,2,3,3,4,4,4,2,4,4,4,4,4,4,4,2,3,2,6,4,6,6,6,6,4,,,,,1,2,2,2,-2,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,2,3,2001,1976,2001,4,1,1,50000,1,3,1,-2,4,1,2,-2,1,1,2,3,3,3,3,30000,4,3,3,3,4,3,3,3,3,3,3,3,2,5,80,60,70,80,60,70,70,70,70
7343,4,2,15,40,71,2015/7/14 10:19,1,1955,1,1,1,4,,4,1972,14000,1,,300,0,1,1,0,0,0,0,0,0,,172,160,4,4,4,4,1,4,2,3,4,3,1,1,5,4,1,3,4,3,2,3,5,4,5,4,4,2,1,3,1,4,7,5,8,4,5,,,,,1,1,2,2,100000,5,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0,3,1980,1954,1980,4,1,4,15000,5,,,-2,1,1,2,-2,1,1,2,2,2,4,2,30000,5,5,5,5,5,5,4,5,5,4,-8,5,4,4,100,90,90,100,90,100,90,100,100
7344,5,2,31,86,129,2015/8/18 11:22,1,1947,1,1,1,1,,,,0,1,,70,0,1,0,0,0,0,0,0,0,,172,140,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,4,5,1,5,5,5,5,2,5,1,7,7,1,3,3,3,-8,1,5,,,,,2,2,2,2,-2,2,1,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1975,1952,1975,1,1,1,0,6,,,-2,1,1,2,-2,1,1,2,3,3,3,4,-2,4,3,3,-8,3,-8,1,-8,1,-8,-8,-8,1,5,100,100,100,-2,-2,-2,-2,-2,-2
7345,5,2,3,6,13,2015/9/26 11:41,2,1976,1,0,4,3,,2,,20000,1,,70,0,1,1,0,0,0,0,0,0,,160,140,5,5,4,1,1,1,1,1,5,1,1,1,5,3,5,2,4,3,5,1,5,5,5,4,5,1,2,3,1,5,5,1,7,3,4,,,,,1,2,2,2,20000,4,2,1,2,0,1,0,0,0,0,0,0,0,,0,2,1,3,1994,1971,1994,3,1,1,15000,4,,,1937,1,1,2,1947,1,1,2,3,1,2,3,100000,5,2,2,1,5,2,1,2,1,2,2,2,1,5,50,9,10,15,20,10,20,10,30
7346,3,2,16,47,79,2015/7/26 10:23,2,1963,1,1,1,3,,2,,6000,1,,100,0,0,1,0,0,0,0,0,0,,155,110,3,4,3,1,1,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,3,1,2,2,1,3,3,4,4,3,3,,,,,1,1,2,2,6000,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,7,1981,,,,,,,,,,-2,1,1,2,-2,1,1,2,3,3,3,2,20000,3,2,3,3,4,3,2,3,3,2,2,2,2,5,70,65,80,75,60,60,60,70,75
7347,4,1,15,41,72,2015/7/16 9:39,2,1982,1,1,1,10,,4,2003,50000,1,,138,0,1,0,0,0,0,0,0,0,,163,110,5,5,3,2,2,2,4,2,3,4,4,2,3,2,2,4,3,2,4,4,4,4,1,4,4,3,3,3,3,4,5,3,8,4,1,3,11,1,3,1,1,2,2,120000,3,3,1,1,0,0,1,0,0,0,0,0,0,,0,1,1,3,2006,1982,2006,10,2,2,70000,1,3,1,1956,4,1,2,1960,4,1,2,2,1,3,2,80000,4,3,4,4,4,4,2,4,2,2,2,4,1,4,80,80,80,80,80,80,80,80,80
7348,3,2,28,81,121,2015/7/30 10:51,1,1929,1,1,1,1,,,,4000,1,,40,0,0,0,1,0,0,0,0,0,,148,80,2,2,2,1,1,1,1,1,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6,6,1,2,3,2,4,1,3,,,,,1,1,2,2,7000,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1959,1939,1959,1,1,1,3000,1,8,1,-2,1,1,2,-2,1,1,2,3,3,3,2,20000,4,5,5,5,5,5,5,-8,5,5,5,5,2,5,40,50,40,40,40,30,50,40,30
7349,5,1,27,79,119,2015/7/21 19:57,2,1992,1,1,1,10,,4,2013,25000,1,,60,0,0,0,0,0,0,0,1,0,,158,120,2,4,5,1,3,1,1,1,3,5,1,2,3,1,5,5,2,1,2,1,5,1,1,2,5,2,7,1,3,4,4,2,7,3,1,3,4,1,2,1,1,2,2,50000,2,2,1,2,0,1,0,0,0,0,0,0,0,,0,0,,3,2013,1987,2013,10,1,2,25000,1,3,1,1970,4,1,2,1971,4,1,2,3,1,4,3,50000,5,3,-8,-8,5,5,3,4,4,3,3,3,1,1,5,5,10,10,10,10,5,10,10
7350,4,1,27,79,119,2015/7/22 19:53,1,1967,1,1,1,3,,4,1989,20000,1,,80,0,1,1,0,0,0,0,0,0,,170,120,3,4,4,2,1,1,1,1,4,2,1,1,5,4,4,5,4,4,4,2,5,5,5,3,3,2,2,3,1,3,4,3,5,2,5,,,,,2,1,2,2,25000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1989,1969,1989,1,1,2,5000,5,,,1940,1,1,5,1941,1,1,15,2,2,3,2,50000,4,2,3,2,4,4,2,4,2,2,2,3,3,5,70,60,50,50,60,50,40,60,50
7351,3,1,12,33,62,2015/8/2 18:11,2,1974,6,1,1,1,,,,-2,1,,54,0,0,0,0,0,0,0,0,1,,150,90,3,4,3,1,3,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,1,3,1,,,1,2,5,4,-8,5,1,3,-2,1,3,1,2,2,2,-2,5,2,1,2,0,1,0,0,0,0,0,0,0,,3,0,3,3,-2,1967,-2,1,1,1,-2,5,,,1952,-8,1,2,1953,3,1,2,2,1,-8,2,36000,4,4,-8,-8,4,4,3,4,-8,-8,-8,-8,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
7352,4,2,5,10,26,2015/7/30 9:22,2,1985,1,1,1,4,,2,1998,40000,1,,100,0,1,1,0,0,1,0,0,0,,158,100,3,3,5,1,1,1,1,2,5,5,4,2,5,3,4,5,3,3,1,4,5,3,1,4,4,2,2,3,3,4,4,2,6,1,3,,,,,1,1,2,2,200000,6,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,2,4,2005,1988,2011,4,1,1,40000,3,,,1960,3,1,2,1960,3,1,2,3,1,5,3,50000,4,4,4,4,4,4,2,3,4,2,-8,-8,2,5,55,55,85,60,85,60,90,40,70
7353,4,1,19,57,93,2015/7/14 14:50,2,1959,1,1,1,6,,4,1977,24000,4,2005,95,0,1,0,0,0,0,0,0,0,,160,110,5,5,5,4,1,5,2,1,5,2,1,1,4,1,1,4,3,3,5,1,5,5,4,4,4,4,1,2,1,3,5,6,5,2,1,3,32,1,3,1,1,2,2,40000,2,3,2,1,0,0,1,0,0,0,0,0,0,,1,0,0,3,1982,1959,1982,4,1,5,20000,5,,,1934,3,1,2,1939,1,1,2,2,2,3,-8,1.00E+07,4,4,-8,-8,5,5,3,4,3,4,-8,3,1,3,80,80,80,80,80,80,80,80,80
7354,4,2,15,41,72,2015/7/14 11:10,1,1962,1,1,1,1,,,,20000,1,,30,0,1,0,0,0,0,0,0,0,,165,100,2,5,2,1,1,1,1,2,3,1,1,2,5,1,5,5,5,5,5,1,5,5,5,4,2,2,1,7,1,3,6,5,7,4,3,,,,,1,1,2,2,20000,1,2,3,2,0,1,0,0,0,0,0,0,0,,2,1,0,3,1982,1966,1982,1,1,1,4000,3,,,-2,1,1,2,-2,1,1,2,3,1,2,2,30000,5,4,4,3,4,-8,4,-8,3,3,3,3,2,5,40,50,70,70,70,70,60,60,50
7355,5,1,5,8,24,2015/8/4 14:25,2,1992,1,1,1,12,,4,2004,-3,4,2003,80,0,0,0,0,1,0,0,0,0,,160,124,4,5,5,1,1,1,3,1,4,4,1,1,1,1,2,2,3,2,1,2,4,5,1,2,3,3,7,2,1,2,3,1,3,1,1,2,1,1,1,1,1,2,2,-3,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,4,1,2,1970,4,1,2,2,1,4,2,100000,5,5,5,5,5,4,2,3,3,2,-8,2,1,5,80,80,20,70,0,0,10,20,60
7356,3,1,19,57,91,2015/7/20 14:39,2,1943,1,1,1,12,,4,1966,60000,1,,62,0,0,0,1,0,0,0,0,0,,154,90,1,2,3,5,1,5,3,4,5,3,1,1,5,3,1,5,4,4,3,5,5,5,3,3,2,1,7,3,2,4,5,6,3,2,5,,,,,1,1,2,2,120000,2,4,0,2,0,1,0,0,0,0,0,0,0,,0,2,0,3,1970,1941,1970,12,4,5,60000,5,,,1915,4,1,1,1920,5,1,1,2,3,4,3,80000,5,3,-8,-8,5,5,4,5,3,4,-8,4,1,2,70,60,65,65,65,80,80,80,80
7357,3,2,6,14,30,2015/8/6 11:35,2,1970,1,1,1,3,,2,,0,1,,200,0,1,0,0,0,0,0,0,0,,158,110,5,4,4,1,1,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,2,2,1,5,5,2,3,4,6,7,3,3,,,,,1,1,2,2,7000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1,3,1990,1967,1990,3,1,1,7000,3,,,-2,1,1,2,-2,1,1,2,3,1,4,3,40000,5,5,5,5,5,5,5,5,5,5,5,5,1,4,60,60,60,60,60,60,70,60,60
7358,4,2,16,46,77,2015/7/28 17:01,2,1961,1,1,1,4,,2,1976,1500,1,,70,0,0,1,0,0,0,0,0,0,,155,110,2,3,4,1,1,1,1,1,5,1,1,1,5,5,5,5,2,5,5,1,5,5,5,4,3,2,7,7,1,4,5,2,8,1,3,,,,,1,1,2,2,18000,5,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1982,1961,1982,3,1,1,11000,3,,,-2,4,4,2,-2,1,1,2,3,2,3,3,30000,4,3,4,3,4,-8,2,-8,2,2,-8,2,1,4,50,80,80,50,50,70,70,50,0
7359,3,2,28,81,122,2015/8/1 7:42,2,1974,1,1,1,1,,,,1200,1,,65,0,1,0,0,0,0,0,0,0,,145,52,4,3,3,1,1,1,1,1,5,1,1,1,5,5,1,5,5,5,5,5,5,3,5,1,4,1,,,2,3,3,2,4,6,4,,,,,1,2,2,2,2200,7,1,1,2,0,1,0,0,0,0,0,0,0,,2,3,5,3,1994,1958,1994,1,1,1,1000,3,,,-2,1,-8,-8,1938,1,1,2,3,2,2,2,5000,5,4,4,5,4,-8,1,-8,-8,-8,-8,-8,-8,5,90,90,85,80,75,80,70,80,90
7360,4,2,31,89,134,2015/8/20 9:12,1,1987,1,1,1,4,,4,2002,21000,1,,85,0,0,0,0,1,0,0,0,0,,168,105,3,3,4,1,1,2,2,3,4,5,5,2,5,3,3,4,2,4,2,2,5,5,1,5,4,2,1,5,1,4,4,2,5,3,3,,,,,1,2,2,2,21000,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1,3,2007,1985,2007,4,1,1,0,4,,,1967,3,1,2,1965,4,1,2,2,1,5,2,50000,5,5,5,5,5,5,3,5,3,3,-8,4,2,5,90,80,80,70,70,90,60,90,90
7361,3,1,7,18,35,2015/8/8 9:56,1,1983,1,1,1,12,,4,2007,200000,1,,30,0,0,0,0,0,0,0,0,1,,173,136,4,5,5,2,2,1,2,1,2,5,1,3,3,4,4,5,2,2,1,1,3,5,1,3,4,4,6,2,6,2,6,4,8,5,1,3,8,1,2,1,1,2,2,200000,1,4,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1956,10,1,1,1958,10,1,1,2,1,4,2,500000,4,-8,-8,-8,5,4,-8,5,5,4,-8,-8,-8,4,60,50,50,60,60,60,70,80,80
7362,4,2,21,64,100,2015/7/18 18:24,1,1991,1,1,1,7,,4,2007,55000,1,,200,0,0,0,0,1,0,0,0,0,,168,120,4,5,4,1,1,1,1,1,5,5,2,1,4,4,5,5,4,3,5,4,5,5,1,4,3,2,1,1,1,4,1,1,5,4,1,3,7,1,3,1,1,2,2,85000,5,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1,3,2013,1990,2013,4,1,1,0,5,,,1962,6,1,2,1964,4,1,15,2,3,4,3,80000,5,5,5,4,5,5,4,4,4,-8,-8,4,4,5,90,50,70,70,80,80,70,80,60
7363,4,2,11,31,54,2015/7/22 13:20,2,1979,1,1,1,4,,4,1994,7000,1,,120,0,0,0,0,0,1,0,0,0,,158,125,4,5,4,1,1,2,2,2,5,5,2,1,5,4,4,1,3,3,1,5,4,3,1,4,4,2,2,3,1,4,3,3,3,1,3,,,,,1,1,2,2,20000,5,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1,3,2002,1979,2002,11,1,2,10000,3,,,1945,4,1,2,1952,3,1,2,2,1,4,3,40000,4,3,3,3,4,4,2,4,2,3,-8,4,1,5,70,80,-2,80,80,70,70,85,90
7364,3,2,10,27,50,2015/7/30 11:11,2,1975,1,1,1,4,,4,1991,20000,1,,300,0,1,0,0,0,0,0,0,0,,165,120,4,5,5,1,1,1,1,1,2,2,1,4,5,5,5,5,4,5,5,5,5,5,3,2,2,1,6,7,2,3,6,4,8,4,1,5,15,2,3,1,2,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,2,3,1997,1973,1997,4,1,1,30000,1,5,2,1946,3,1,2,1947,1,1,2,2,1,4,2,40000,4,3,3,3,5,4,3,3,3,-8,-8,-8,2,3,70,60,70,80,70,90,60,90,70
7365,4,2,18,53,87,2015/7/15 11:29,1,1973,1,1,1,3,,4,1983,3999,1,,200,0,1,0,0,0,0,0,0,0,,173,170,5,5,4,1,1,1,1,1,4,1,1,1,5,4,5,5,2,2,4,1,5,5,5,4,1,1,3,3,1,3,2,1,3,1,3,,,,,1,1,2,2,5999,5,2,2,2,0,1,0,0,0,0,0,0,0,,3,0,3,3,1999,1973,1999,3,1,1,2000,3,,,1943,3,1,2,1946,1,1,2,3,1,3,2,500000,5,3,3,3,5,3,2,4,4,3,3,3,1,5,80,90,50,60,70,60,70,60,70
7366,4,1,27,77,117,2015/7/19 19:39,1,1986,1,1,1,12,,4,2009,40000,1,,99,0,1,0,0,0,0,0,0,0,,177,140,5,5,3,2,2,2,2,3,2,4,2,2,2,2,4,5,2,2,3,3,5,5,1,2,3,4,2,2,2,4,5,4,6,4,1,4,5,1,3,1,1,1,2,150000,1,3,2,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1960,7,4,1,1964,4,1,15,2,2,3,3,50000,3,4,3,4,3,4,3,4,3,3,3,3,3,2,70,65,70,75,70,70,75,75,75
7367,4,1,11,31,54,2015/7/21 11:29,1,1948,1,1,1,6,,4,1967,30000,1,,105,0,0,0,1,0,0,0,0,0,,175,130,5,4,5,2,1,3,3,4,3,1,1,2,5,4,3,4,4,4,3,1,5,5,5,3,4,3,3,3,3,4,5,6,5,4,5,,,,,1,1,2,2,15000,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0,7,1972,,,,,,,,,,1926,2,1,2,1926,1,1,2,1,3,3,2,50000,4,-8,-8,-8,5,4,3,4,3,3,-8,4,2,4,70,60,50,60,50,60,50,60,70
7368,4,2,21,64,101,2015/7/19 8:32,2,1963,1,1,1,4,,4,1979,5000,1,,90,0,1,1,0,0,0,0,0,0,,169,120,3,4,4,1,1,1,1,1,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,4,3,1,1,2,1,4,5,4,6,6,1,,,,,1,1,2,2,10000,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0,3,1985,1963,1985,4,1,1,4000,1,,,1954,-8,1,2,-2,-8,1,2,2,1,4,2,-2,4,4,4,4,4,4,4,4,3,4,-8,-8,2,5,70,70,70,60,70,70,60,60,60
7369,4,1,2,2,9,2015/7/24 15:37,1,1969,8,1,1,4,,4,-2,46000,1,,40,0,1,0,0,0,0,0,0,0,,166,108,3,4,4,2,1,1,1,1,2,5,1,3,5,2,5,4,2,2,1,5,5,5,1,5,5,4,1,1,1,2,3,2,5,2,1,5,25,2,4,1,1,2,2,80000,1,2,3,1,0,1,0,0,0,0,0,0,0,,1,1,0,6,1987,,,,,,,,,,-2,-8,1,2,-2,-8,1,2,2,1,4,2,-2,5,4,4,4,5,4,3,4,4,-8,-8,-8,2,3,80,82,80,80,81,82,80,72,80
7370,5,2,13,36,67,2015/9/20 11:44,1,1925,1,1,1,2,,,,0,1,,90,0,0,0,1,0,0,0,0,0,,165,120,1,2,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,,,1,4,1,1,1,1,4,,,,,1,2,2,2,0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,5,0,3,1947,1929,1947,1,1,1,0,4,,,-2,1,1,2,-2,1,1,2,3,2,3,2,2000,5,4,5,3,5,-8,4,4,4,4,-8,-8,1,5,-2,-2,-2,-2,-2,-2,-2,-2,-2
7371,4,2,24,70,110,2015/8/4 14:54,1,1935,1,0,6,1,,,,6840,1,,10,0,0,0,0,0,0,0,1,0,,165,100,3,4,4,1,1,1,1,1,2,1,1,4,5,3,5,4,4,3,5,5,5,5,5,3,3,1,3,3,6,4,5,5,5,1,5,,,,,1,2,2,2,6840,1,3,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,1,1,16,-2,1,1,16,1,1,4,1,3000,4,4,4,1,4,4,1,4,4,4,4,4,1,1,100,100,30,60,20,70,90,70,60
7372,5,1,10,26,48,2015/7/30 11:19,2,1993,1,1,1,6,,4,2013,0,2,,99,0,0,0,0,1,0,0,0,0,,168,100,5,5,5,1,2,2,1,1,3,5,2,3,3,4,3,2,4,3,4,3,5,5,1,2,3,4,5,3,1,4,6,6,8,5,6,,,,,1,2,2,2,70000,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1966,4,1,1,1965,6,1,1,2,2,3,-8,50000,5,4,3,4,5,5,3,4,3,5,-8,5,2,3,80,70,70,80,60,60,50,70,70
7373,5,2,10,24,46,2015/7/26 8:52,1,1954,1,1,1,2,,,,2000,1,,200,0,0,0,1,0,0,0,0,0,,172,100,2,2,3,1,1,1,1,1,3,1,1,2,5,5,5,5,4,4,5,5,5,5,5,1,3,1,,,1,4,4,5,4,3,3,,,,,1,2,2,2,2000,2,1,2,2,0,1,0,0,0,0,0,0,0,,1,2,3,3,1982,1957,1982,1,1,1,0,4,,,1911,1,1,2,1905,1,1,2,2,1,4,2,30000,5,4,5,5,5,4,4,4,4,4,4,4,4,5,80,80,80,80,80,80,80,80,80
7374,2,2,28,81,123,2015/7/30 9:07,2,1953,1,1,1,3,,4,1966,6600,1,,100,0,1,0,0,0,0,0,0,0,,150,110,2,3,3,1,1,1,1,3,4,1,2,1,5,5,4,4,4,4,4,5,5,5,5,4,4,2,1,2,1,2,2,1,3,1,3,,,,,1,2,2,2,70000,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0,3,1977,1950,1977,3,1,1,12000,1,5,1,-2,1,1,4,-2,1,1,2,3,2,3,3,7200,4,3,4,4,5,4,3,3,2,4,3,3,2,5,60,70,78,78,89,67,78,68,78
7375,3,2,29,84,127,2015/7/24 19:56,2,1958,1,1,1,1,,,,10000,1,,42,0,1,0,0,0,0,0,0,0,,150,80,2,1,1,1,1,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,3,5,5,1,1,1,7,1,3,5,5,5,1,3,,,,,1,1,2,2,10000,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1975,1951,1975,2,1,1,0,3,,,-2,-8,-8,-8,-2,-8,1,-8,2,2,3,2,-2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,100,100,100,100,100,100,100,100,100
7376,4,2,18,55,89,2015/7/24 14:17,2,1965,1,1,1,1,,,,0,1,,160,0,0,0,0,0,0,0,0,0,家人共有,164,118,4,3,4,1,1,2,2,2,5,1,2,1,5,2,4,5,3,2,5,3,5,5,5,4,4,1,2,3,2,4,5,4,7,3,4,,,,,1,2,2,2,30000,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0,3,1987,1965,1987,4,1,1,25000,1,5,1,-2,1,1,2,-2,1,1,15,2,2,3,2,50000,5,4,4,4,5,5,2,3,2,3,3,3,1,4,85,75,70,90,70,85,90,70,70
7377,2,1,6,12,28,2015/7/31 9:12,2,1952,1,1,1,4,,2,1965,20000,1,,75,0,1,1,0,0,0,0,0,0,,155,80,1,2,2,2,1,4,4,1,5,2,1,1,5,1,1,4,4,4,2,1,5,4,1,2,2,4,4,6,1,2,5,3,5,2,5,,,,,1,1,2,2,43000,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0,3,1975,1953,1975,4,4,2,23000,5,,,1926,1,1,1,1931,1,1,15,3,1,3,2,40000,3,3,2,2,3,3,3,3,1,2,2,4,1,3,100,100,100,100,100,100,50,100,80
